lam_nm,C_ED,C_MD,C_EQ,C_MQ,f_ED,f_MD,f_EQ,f_MQ,C_Qmxx,C_Qmyy,C_Qmzz,C_Qmxy,C_Qmxz,C_Qmyz
1330.5,1.785804002e-12,4.43002838e-13,1.056869472e-13,8.516431103e-13,0.5604919247,0.1390407419,0.03317087452,0.2672964589,2.479016098e-17,1.629378685e-16,6.159912672e-17,4.779104479e-16,1.336369153e-16,8.507822358e-13
1332.5,1.720724921e-12,4.410034219e-13,1.069118449e-13,9.673363358e-13,0.5317482709,0.1362814034,0.03303851066,0.2989318151,2.435489907e-17,1.611215498e-16,6.064723617e-17,4.873179334e-16,1.879528159e-16,9.664149414e-13
1334.5,1.610564564e-12,4.40586674e-13,1.069645022e-13,1.074008826e-12,0.4982990387,0.1363148805,0.03309417693,0.3322919039,2.409565338e-17,1.628957023e-16,6.172435184e-17,4.913649727e-16,2.472463522e-16,1.073021499e-12
1336.5,1.447041888e-12,4.341994347e-13,1.045698931e-13,1.16209951e-12,0.4596832674,0.1379325758,0.03321882425,0.3691653326,2.535582678e-17,1.647991057e-16,6.093690655e-17,4.814195357e-16,3.185190115e-16,1.16104848e-12
1338.5,1.248338929e-12,4.33867159e-13,1.009518801e-13,1.214140173e-12,0.4164880735,0.1447527535,0.03368096043,0.4050782125,2.800203865e-17,1.699923337e-16,6.017252012e-17,4.673606112e-16,3.747077273e-16,1.213039938e-12
1340.5,1.01881874e-12,4.237533562e-13,9.376566213e-14,1.225627493e-12,0.3688745684,0.1534245791,0.03394889276,0.4437519598,3.205810016e-17,1.787236485e-16,6.052771999e-17,4.480745724e-16,4.483922558e-16,1.224459717e-12
1342.5,7.921071336e-13,4.254874228e-13,8.68686841e-14,1.195720808e-12,0.3168195294,0.1701824404,0.03474491574,0.4782531145,3.549883828e-17,1.845768571e-16,5.897252912e-17,4.310954867e-16,4.784820639e-16,1.194532182e-12
1344.5,5.832675745e-13,4.24018853e-13,7.846904116e-14,1.131364715e-12,0.2630744056,0.1912475725,0.03539232637,0.5102856956,3.965788112e-17,1.912317871e-16,5.781621091e-17,4.171743359e-16,5.074809333e-16,1.130151354e-12
1346.5,4.081150996e-13,4.254682704e-13,7.030084595e-14,1.045035496e-12,0.2094058042,0.218309799,0.03607169938,0.5362126974,4.329410222e-17,1.954877295e-16,5.568360703e-17,4.144269303e-16,5.168632156e-16,1.04380974e-12
1348.5,2.720251632e-13,4.274471891e-13,6.257173165e-14,9.485131832e-13,0.1590272179,0.2498876812,0.03657973507,0.5545053658,4.713573788e-17,1.995973518e-16,5.377795363e-17,4.190329668e-16,5.222339841e-16,9.472714052e-13
1350.5,1.721855491e-13,4.339141725e-13,5.630104067e-14,8.518827335e-13,0.1137076047,0.2865475148,0.03717998699,0.5625648935,4.802234321e-17,1.981830759e-16,5.163608369e-17,4.297321676e-16,5.026308919e-16,8.506525289e-13
1352.5,1.030030211e-13,4.417645004e-13,5.098477718e-14,7.608750092e-13,0.07592580552,0.325634386,0.03758200715,0.5608578014,4.792430306e-17,1.952642323e-16,5.013060446e-17,4.494940376e-16,4.793555362e-16,7.596528405e-13
1354.5,5.830745292e-14,4.480025518e-13,4.622818916e-14,6.771478109e-13,0.04741653779,0.3643227214,0.03759349052,0.5506672502,4.987266103e-17,1.950593091e-16,4.800725546e-17,4.756647579e-16,4.624177237e-16,6.759167892e-13
1356.5,3.175859097e-14,4.548781967e-13,4.230681322e-14,6.029874611e-13,0.02805700103,0.4018603358,0.03737578607,0.5327068771,4.660334801e-17,1.841508244e-16,4.560945402e-17,5.021016622e-16,4.414192849e-16,6.017675765e-13
1358.5,1.850742471e-14,4.62743727e-13,3.898816388e-14,5.372145071e-13,0.01750187508,0.4376018291,0.03686985005,0.5080264458,5.106850274e-17,1.898907574e-16,4.430309648e-17,5.381928049e-16,4.246013473e-16,5.359664506e-13
1360.5,1.455594022e-14,4.715447128e-13,3.648600995e-14,4.805020428e-13,0.01451111964,0.4700927347,0.03637366241,0.4790224833,4.662096867e-17,1.788495459e-16,4.287913327e-17,5.722735136e-16,3.939993684e-16,4.792674203e-13
1362.5,1.725828172e-14,4.794458344e-13,3.420266436e-14,4.315537863e-13,0.01793141695,0.4981459511,0.03553669162,0.4483859404,4.810442212e-17,1.787912195e-16,4.148997958e-17,6.115115426e-16,3.755441831e-16,4.30298345e-13
1364.5,2.449620021e-14,4.864873277e-13,3.208477552e-14,3.884185733e-13,0.02629795526,0.5222696528,0.03444468872,0.4169877032,4.709468052e-17,1.725458975e-16,3.939536436e-17,6.506044375e-16,3.646203219e-16,3.871443126e-13
1366.5,3.440649752e-14,4.9521792e-13,3.050480234e-14,3.517264523e-13,0.03773239403,0.5430880513,0.03345354235,0.3857260124,4.818217379e-17,1.714306863e-16,3.820499982e-17,6.921432952e-16,3.486796844e-16,3.504278114e-13
1368.5,4.593769769e-14,5.030556519e-13,2.926723331e-14,3.194131537e-13,0.05117415807,0.560399209,0.03260341939,0.3558232135,4.16692423e-17,1.57844121e-16,3.732759667e-17,7.361721042e-16,3.214371813e-16,3.181187034e-13
1370.5,5.854262209e-14,5.117615647e-13,2.813065034e-14,2.914828184e-13,0.06578431355,0.5750662002,0.03161039695,0.3275390893,4.644467117e-17,1.654928097e-16,3.660865769e-17,7.87863147e-16,3.037231718e-16,2.90142686e-13
1372.5,7.16922447e-14,5.196894439e-13,2.698205312e-14,2.667028325e-13,0.0810020927,0.5871755403,0.03048590231,0.3013364647,3.899590991e-17,1.485575035e-16,3.537962818e-17,8.296109805e-16,2.898480561e-16,2.653604405e-13
