tag,theta,phi,R_cross,R_co,T_cross,T_tot,A,abs_rx,abs_ry,dphi_r_deg,energy_x
rectangle,65.0,0.0,0.29280656576156616,0.021493732929229736,0.05195488780736923,0.3944453299045563,0.29125434160232544,0.4185825288295746,0.6733418703079224,-195.7157745361328,0.9999999850988388
rectangle,65.0,15.0,0.29306110739707947,0.03030122071504593,0.052164554595947266,0.3809691369533539,0.29566851258277893,0.3949258327484131,0.6656363010406494,-204.6526336669922,1.0
rectangle,65.0,30.0,0.2810051441192627,0.07632412761449814,0.053131043910980225,0.3163197934627533,0.3263508975505829,0.3220835328102112,0.6472432613372803,-238.57757568359375,1.0000000298023224
rectangle,65.0,45.0,0.2425433099269867,0.1966310292482376,0.041078515350818634,0.17369619011878967,0.38712945580482483,0.25596845149993896,0.6993163824081421,-310.38531494140625,1.0
rectangle,65.0,60.0,0.18487241864204407,0.328159362077713,0.006353617645800114,0.03937436640262604,0.4475938379764557,0.3181033134460449,0.8295801877975464,352.47943115234375,0.9999999664723873
rectangle,65.0,75.0,0.12791648507118225,0.35338398814201355,0.025885583832859993,0.07876628637313843,0.4399331212043762,0.3201778829097748,0.8889413475990295,336.19378662109375,0.9999999701976776
rectangle,65.0,90.0,0.10048380494117737,0.331188440322876,0.08532049506902695,0.20942766964435577,0.3589000701904297,0.31378743052482605,0.8745753169059753,327.2105407714844,0.9999999701976776
rectangle,70.0,0.0,0.3447488844394684,0.014316538348793983,0.05126573145389557,0.37019383907318115,0.2707407474517822,0.4737037718296051,0.7026631832122803,-186.91592407226562,0.9999999850988388
rectangle,70.0,15.0,0.34253132343292236,0.02042691595852375,0.05118156969547272,0.3632325828075409,0.27380919456481934,0.4468238353729248,0.700728178024292,-193.4757537841797,1.0000000149011612
rectangle,70.0,30.0,0.31931665539741516,0.05514952540397644,0.05319257453083992,0.3160055875778198,0.3095281720161438,0.35559359192848206,0.6891049742698669,-219.02810668945312,1.0000000149011612
rectangle,70.0,45.0,0.2634735107421875,0.1610504388809204,0.043379370123147964,0.1822531819343567,0.3932229280471802,0.2150890976190567,0.732982873916626,-281.09442138671875,1.0000000149011612
rectangle,70.0,60.0,0.2003677636384964,0.28116413950920105,0.005907466169446707,0.03752795606851578,0.4809400737285614,0.21175241470336914,0.8525252938270569,12.106865882873535,0.9999999701976776
rectangle,70.0,75.0,0.1710372120141983,0.2688952684402466,0.037918172776699066,0.11380577832460403,0.4462616443634033,0.13621363043785095,0.9014586210250854,5.624756336212158,0.9999999888241291
rectangle,70.0,90.0,0.15753906965255737,0.23825067281723022,0.1096842810511589,0.28303632140159607,0.32117390632629395,0.09489098191261292,0.8846328258514404,344.049072265625,1.0000000083819032
rectangle,75.0,0.0,0.42833954095840454,0.008864233270287514,0.04789242520928383,0.3250633180141449,0.23773279786109924,0.5611527562141418,0.7480075359344482,-182.05926513671875,1.0
rectangle,75.0,15.0,0.42378753423690796,0.012932494282722473,0.0476335808634758,0.32400089502334595,0.23927897214889526,0.5347887277603149,0.7507043480873108,-186.4678192138672,0.9999999701976776
rectangle,75.0,30.0,0.38860780000686646,0.03700800985097885,0.05042976886034012,0.2963288128376007,0.2780553996562958,0.4393482208251953,0.7448495626449585,-203.5913848876953,1.0000000298023224
rectangle,75.0,45.0,0.3100549578666687,0.12145429849624634,0.04379410296678543,0.1830250471830368,0.38546568155288696,0.24469512701034546,0.7770337462425232,-242.11720275878906,0.9999999701976776
rectangle,75.0,60.0,0.24642649292945862,0.21927736699581146,0.006078281905502081,0.035700757056474686,0.49859535694122314,0.12954303622245789,0.8795040249824524,67.60889434814453,1.0000000223517418
