tag,theta,phi,R_cross,R_co,T_cross,T_tot,A,R_cross_12,R_cross_21,abs_rx,abs_ry,dphi_r_deg,rxx_re,rxx_im,ryy_re,ryy_im,rxy_abs,ryx_abs
rectangle,45.0,15.0,0.26983052492141724,0.1389206051826477,0.045051492750644684,0.2819451689720154,0.3093037009239197,0.31637313961982727,0.22328788042068481,0.5544625520706177,0.6339815855026245,-257.37359619140625,-0.18233275413513184,-0.5236253142356873,-0.5386697053909302,0.334316611289978,0.23248331248760223,0.23257768154144287
rectangle,45.0,30.0,0.26537102460861206,0.21302150189876556,0.0422050878405571,0.20876769721508026,0.3128397762775421,0.3449712097644806,0.18577083945274353,0.5060426592826843,0.5933265089988708,-293.9714050292969,-0.3459071218967438,-0.36936086416244507,-0.5604918003082275,0.19464144110679626,0.41768181324005127,0.41738641262054443
rectangle,45.0,45.0,0.24679428339004517,0.31786805391311646,0.032000284641981125,0.12054859101772308,0.3147889971733093,0.33283519744873047,0.16075336933135986,0.48632681369781494,0.6464017629623413,-348.97601318359375,-0.478679358959198,-0.08590605854988098,-0.6463306546211243,0.009586319327354431,0.48726797103881836,0.4873865842819214
rectangle,45.0,60.0,0.21960559487342834,0.4136422872543335,0.016910947859287262,0.05603940784931183,0.3107125759124756,0.2893229126930237,0.149888277053833,0.5663113594055176,0.7748211622238159,326.7029724121094,-0.525565505027771,0.21092528104782104,-0.7594547271728516,-0.1535458266735077,0.41568824648857117,0.4155031740665436
rectangle,45.0,75.0,0.19574084877967834,0.475195050239563,0.009405364282429218,0.027429677546024323,0.30163437128067017,0.23615257441997528,0.1553291231393814,0.6841474771499634,0.871692955493927,304.3428955078125,-0.542492151260376,0.41684532165527344,-0.8284689784049988,-0.2710862159729004,0.23875750601291656,0.2386637032032013
rectangle,45.0,90.0,0.18562068045139313,0.49581027030944824,0.010704072192311287,0.025110263377428055,0.2934587597846985,0.18560118973255157,0.18564017117023468,0.7390429377555847,0.9037020802497864,297.6741943359375,-0.5517901182174683,0.4916422367095947,-0.8457803726196289,-0.3183284401893616,0.00013144126569386572,3.319162715342827e-05
rectangle,50.0,0.0,0.2593027651309967,0.07559452950954437,0.0476866289973259,0.3554769456386566,0.30962568521499634,0.25928959250450134,0.25931593775749207,0.49024438858032227,0.6553282141685486,-235.12295532226562,0.02389433979988098,-0.4896617531776428,-0.555243968963623,0.34807926416397095,0.00013386829232331365,0.0001521785306977108
rectangle,50.0,15.0,0.26195788383483887,0.09671860933303833,0.04772350564599037,0.3274857699871063,0.3138377070426941,0.3196660578250885,0.20424973964691162,0.4769520163536072,0.6301158666610718,-246.70993041992188,-0.04984195530414581,-0.4743405878543854,-0.5495666861534119,0.308257132768631,0.21553121507167816,0.21533726155757904
rectangle,50.0,30.0,0.2609153389930725,0.1698833405971527,0.0452108234167099,0.24356630444526672,0.3256349563598633,0.3627861738204956,0.15904447436332703,0.44135525822639465,0.591170608997345,-285.0223083496094,-0.24074985086917877,-0.3699107766151428,-0.5621247291564941,0.18302598595619202,0.3983056843280792,0.39833763241767883
rectangle,50.0,45.0,0.24188165366649628,0.28990089893341064,0.033170051872730255,0.13325135409832,0.3349660634994507,0.3535696566104889,0.13019365072250366,0.4369204044342041,0.649889349937439,-344.1646728515625,-0.42163944244384766,-0.1145409494638443,-0.6498491168022156,0.007228955626487732,0.4744134247303009,0.4745961129665375
rectangle,50.0,60.0,0.208604633808136,0.40195128321647644,0.013050451874732971,0.05030844733119011,0.3391355276107788,0.29922541975975037,0.1179838478565216,0.5270077586174011,0.7834924459457397,330.1435852050781,-0.4974018931388855,0.17415094375610352,-0.7702223658561707,-0.14358945190906525,0.4059203267097473,0.40588557720184326
rectangle,50.0,75.0,0.17407706379890442,0.47061318159103394,0.006883715279400349,0.023730698972940445,0.3315790295600891,0.22804944217205048,0.12010467797517776,0.6438841223716736,0.8751735687255859,308.52276611328125,-0.5296716690063477,0.3661074638366699,-0.8377097249031067,-0.2533203661441803,0.23334261775016785,0.23327289521694183
rectangle,50.0,90.0,0.15798649191856384,0.49063020944595337,0.014384306967258453,0.033324871212244034,0.31805846095085144,0.15795299410820007,0.15801997482776642,0.6970477104187012,0.9007540345191956,301.9918212890625,-0.544983446598053,0.4345901310443878,-0.8494129180908203,-0.29975903034210205,8.724215149413794e-05,2.498078356438782e-05
rectangle,55.0,0.0,0.25601905584335327,0.048919204622507095,0.04973762482404709,0.38677236437797546,0.30828937888145447,0.25596052408218384,0.2560775578022003,0.428342342376709,0.6529926061630249,-222.2324676513672,0.1416904330253601,-0.4042288661003113,-0.5741276144981384,0.3110896944999695,0.00017058556841220707,0.00013094207679387182
rectangle,55.0,15.0,0.2587052285671234,0.06563206762075424,0.05013330280780792,0.3617532253265381,0.31390947103500366,0.3269112706184387,0.1904992014169693,0.41519439220428467,0.6321957111358643,-233.8702392578125,0.07164980471134186,-0.4089653789997101,-0.5672793984413147,0.279043972492218,0.19561076164245605,0.19583983719348907
rectangle,55.0,30.0,0.2584758400917053,0.1332102119922638,0.04855377599596977,0.2763705253601074,0.33194342255592346,0.3837904930114746,0.13316120207309723,0.38087308406829834,0.5996280312538147,-273.54248046875,-0.1309863030910492,-0.35764074325561523,-0.5747182369232178,0.1710342913866043,0.3732738196849823,0.373390793800354
