Te_K,lambda_nm,eps_re,eps_im,T,R,A,Fx,Fy,Fz,Ftot,mean_Ez2_over_Einc2,within_trusted_Te(<=6000K)
5000,1340.0,0.451335,0.396828,0.065380,0.136067,0.798553,0.033943,0.009749,0.754732,0.798424,17.635499,1
5000,1342.0,0.442673,0.399160,0.069240,0.133289,0.797471,0.033420,0.009508,0.754415,0.797342,17.551235,1
5000,1344.0,0.434000,0.401498,0.072885,0.131002,0.796113,0.032919,0.009273,0.753791,0.795984,17.460605,1
5000,1346.0,0.425317,0.403842,0.076323,0.129178,0.794499,0.032438,0.009045,0.752886,0.794370,17.364236,1
5000,1348.0,0.416622,0.406190,0.079529,0.127797,0.792674,0.031977,0.008824,0.751744,0.792545,17.263269,1
5000,1350.0,0.407917,0.408542,0.082513,0.126830,0.790657,0.031534,0.008610,0.750384,0.790528,17.158251,1
5000,1352.0,0.399202,0.410899,0.085255,0.126245,0.788500,0.031108,0.008404,0.748860,0.788371,17.050411,1
5000,1354.0,0.390477,0.413261,0.087761,0.126011,0.786229,0.030698,0.008204,0.747198,0.786100,16.940352,1
5000,1356.0,0.381741,0.415629,0.090039,0.126101,0.783860,0.030304,0.008011,0.745416,0.783731,16.828504,1
5000,1358.0,0.372995,0.418000,0.092079,0.126495,0.781426,0.029925,0.007826,0.743547,0.781298,16.715686,1
5000,1360.0,0.364238,0.420378,0.093891,0.127167,0.778943,0.029560,0.007647,0.741607,0.778814,16.602200,1
5000,1362.0,0.355470,0.422759,0.095479,0.128089,0.776433,0.029208,0.007476,0.739620,0.776304,16.488664,1
5000,1364.0,0.346693,0.425147,0.096848,0.129233,0.773918,0.028869,0.007312,0.737609,0.773790,16.375467,1
5000,1366.0,0.337904,0.427539,0.098001,0.130577,0.771423,0.028543,0.007154,0.735598,0.771295,16.263244,1
5000,1368.0,0.329105,0.429936,0.098955,0.132108,0.768937,0.028228,0.007003,0.733577,0.768809,16.151785,1
5000,1370.0,0.320296,0.432337,0.099715,0.133804,0.766481,0.027925,0.006860,0.731568,0.766353,16.041502,1
5000,1372.0,0.311475,0.434746,0.100282,0.135639,0.764079,0.027632,0.006723,0.729596,0.763951,15.932851,1
5000,1374.0,0.302645,0.437157,0.100674,0.137601,0.761725,0.027350,0.006592,0.727655,0.761597,15.825848,1
5000,1376.0,0.293804,0.439574,0.100891,0.139663,0.759446,0.027078,0.006468,0.725772,0.759318,15.720960,1
5000,1378.0,0.284953,0.441997,0.100952,0.141820,0.757227,0.026816,0.006351,0.723932,0.757099,15.617816,1
5000,1380.0,0.276092,0.444423,0.100858,0.144054,0.755088,0.026563,0.006240,0.722156,0.754959,15.516927,1
6000,1200.0,1.164463,0.229033,0.841587,0.041821,0.116592,0.039929,0.003256,0.073391,0.116576,2.660832,1
6000,1202.0,1.156952,0.230990,0.845515,0.034661,0.119824,0.041026,0.003393,0.075389,0.119808,2.714643,1
6000,1204.0,1.149432,0.232950,0.848683,0.028223,0.123094,0.042165,0.003539,0.077374,0.123078,2.767271,1
6000,1206.0,1.141902,0.234915,0.851041,0.022563,0.126396,0.043352,0.003694,0.079333,0.126379,2.818286,1
6000,1208.0,1.134363,0.236883,0.852527,0.017744,0.129729,0.044590,0.003860,0.081262,0.129712,2.867551,1
6000,1210.0,1.126815,0.238853,0.853075,0.013823,0.133102,0.045882,0.004037,0.083164,0.133084,2.915298,1
6000,1212.0,1.119257,0.240826,0.852621,0.010848,0.136531,0.047230,0.004227,0.085056,0.136513,2.962095,1
6000,1214.0,1.111691,0.242805,0.851090,0.008861,0.140049,0.048634,0.004430,0.086966,0.140030,3.008889,1
6000,1216.0,1.104114,0.244786,0.848422,0.007884,0.143694,0.050095,0.004649,0.088930,0.143674,3.056941,1
6000,1218.0,1.096529,0.246770,0.844546,0.007934,0.147520,0.051616,0.004885,0.090998,0.147500,3.107988,1
6000,1220.0,1.088935,0.248758,0.839402,0.009001,0.151597,0.053201,0.005141,0.093234,0.151576,3.164080,1
6000,1222.0,1.081331,0.250750,0.832932,0.011057,0.156011,0.054856,0.005420,0.095713,0.155989,3.227687,1
6000,1224.0,1.073718,0.252746,0.825091,0.014043,0.160865,0.056593,0.005726,0.098524,0.160842,3.301655,1
6000,1226.0,1.066095,0.254745,0.815846,0.017870,0.166284,0.058427,0.006062,0.101771,0.166260,3.389223,1
6000,1228.0,1.058464,0.256747,0.805177,0.022410,0.172413,0.060385,0.006435,0.105567,0.172387,3.493922,1
6000,1230.0,1.050823,0.258754,0.793098,0.027491,0.179411,0.062500,0.006851,0.110033,0.179384,3.619369,1
6000,1232.0,1.043172,0.260764,0.779605,0.032929,0.187465,0.064819,0.007321,0.115298,0.187437,3.769427,1
6000,1234.0,1.035511,0.262777,0.764713,0.038493,0.196794,0.067417,0.007857,0.121489,0.196763,3.947821,1
6000,1236.0,1.027842,0.264795,0.748391,0.043977,0.207633,0.070391,0.008479,0.128728,0.207599,4.157912,1
6000,1238.0,1.020164,0.266816,0.730572,0.049212,0.220216,0.073862,0.009215,0.137103,0.220179,4.401961,1
6000,1240.0,1.012476,0.268840,0.711025,0.054167,0.234808,0.077999,0.010103,0.146666,0.234768,4.681102,1
6000,1242.0,1.004778,0.270869,0.689183,0.059086,0.251731,0.083042,0.011209,0.157436,0.251687,4.995270,1
6000,1244.0,0.997071,0.272902,0.663829,0.064722,0.271449,0.089342,0.012634,0.169423,0.271399,5.344168,1
6000,1246.0,0.989354,0.274937,0.632341,0.072744,0.294915,0.097506,0.014562,0.182791,0.294859,5.732327,1
6000,1248.0,0.981628,0.276977,0.588523,0.086756,0.324722,0.108858,0.017386,0.198414,0.324659,6.186358,1
6000,1250.0,0.973892,0.279021,0.512094,0.116432,0.371474,0.128070,0.022322,0.221007,0.371399,6.851272,1
6000,1252.0,0.966148,0.281068,0.313166,0.263827,0.423007,0.151505,0.030982,0.240432,0.422919,7.411014,1
6000,1254.0,0.958393,0.283120,0.258820,0.364495,0.376684,0.130349,0.032206,0.214054,0.376610,6.560593,1
6000,1256.0,0.950629,0.285176,0.202535,0.442112,0.355353,0.115740,0.037547,0.201998,0.355285,6.156261,1
6000,1258.0,0.942855,0.287235,0.143325,0.509874,0.346801,0.102972,0.048952,0.194814,0.346737,5.904123,1
6000,1260.0,0.935072,0.289297,0.080803,0.567766,0.351431,0.090200,0.072505,0.188662,0.351367,5.685960,1
6000,1262.0,0.927280,0.291365,0.027096,0.592297,0.380607,0.076594,0.121387,0.182558,0.380538,5.471606,1
6000,1264.0,0.919478,0.293436,0.050655,0.495429,0.453915,0.067515,0.197318,0.188997,0.453830,5.633528,1
6000,1266.0,0.911666,0.295510,0.197440,0.289646,0.512914,0.076325,0.204924,0.231565,0.512815,6.864793,1
6000,1268.0,0.903845,0.297590,0.264585,0.242676,0.492739,0.086639,0.134572,0.271432,0.492644,8.003045,1
6000,1270.0,0.896013,0.299672,0.246121,0.289859,0.464021,0.087994,0.084013,0.291927,0.463933,8.560971,1
6000,1272.0,0.888173,0.301759,0.210400,0.340490,0.449109,0.085694,0.057635,0.305698,0.449027,8.916862,1
6000,1274.0,0.880324,0.303850,0.176395,0.379312,0.444294,0.082512,0.043445,0.318257,0.444214,9.233806,1
6000,1276.0,0.872464,0.305944,0.146918,0.407504,0.445578,0.079276,0.035177,0.331046,0.445499,9.554088,1
6000,1278.0,0.864594,0.308044,0.121709,0.427622,0.450669,0.076221,0.029999,0.344370,0.450591,9.886342,1
6000,1280.0,0.856716,0.310147,0.100096,0.441638,0.458266,0.073401,0.026560,0.358227,0.458187,10.230380,1
6000,1282.0,0.848827,0.312254,0.081509,0.450916,0.467575,0.070811,0.024163,0.372520,0.467495,10.583324,1
6000,1284.0,0.840930,0.314366,0.065468,0.456420,0.478112,0.068434,0.022424,0.387173,0.478031,10.942754,1
6000,1286.0,0.833022,0.316482,0.051683,0.458807,0.489511,0.066249,0.021122,0.402057,0.489429,11.305046,1
6000,1288.0,0.825105,0.318600,0.039885,0.458599,0.501516,0.064233,0.020117,0.417082,0.501433,11.667652,1
6000,1290.0,0.817178,0.320724,0.029873,0.456193,0.513934,0.062365,0.019319,0.432165,0.513849,12.028182,1
6000,1292.0,0.809242,0.322853,0.021526,0.451898,0.526576,0.060631,0.018670,0.447188,0.526489,12.383406,1
6000,1294.0,0.801296,0.324984,0.014708,0.445984,0.539308,0.059016,0.018130,0.462074,0.539220,12.731372,1
6000,1296.0,0.793340,0.327121,0.009318,0.438687,0.551995,0.057508,0.017669,0.476727,0.551904,13.069508,1
6000,1298.0,0.785374,0.329261,0.005248,0.430204,0.564548,0.056094,0.017267,0.491095,0.564456,13.396532,1
6000,1300.0,0.777398,0.331406,0.002416,0.420724,0.576860,0.054767,0.016907,0.505093,0.576766,13.710278,1
6000,1302.0,0.769414,0.333555,0.000736,0.410436,0.588828,0.053518,0.016579,0.518636,0.588732,14.008722,1
6000,1304.0,0.761419,0.335708,0.000120,0.399489,0.600391,0.052337,0.016272,0.531685,0.600294,14.290993,1
6000,1306.0,0.753415,0.337866,0.000486,0.388047,0.611467,0.051221,0.015983,0.544165,0.611368,14.555321,1
6000,1308.0,0.745401,0.340028,0.001752,0.376233,0.622016,0.050162,0.015703,0.556050,0.621915,14.801290,1
6000,1310.0,0.737377,0.342194,0.003828,0.364200,0.631972,0.049158,0.015432,0.567281,0.631870,15.027583,1
6000,1312.0,0.729344,0.344364,0.006633,0.352060,0.641307,0.048202,0.015165,0.577837,0.641204,15.233992,1
6000,1314.0,0.721301,0.346539,0.010080,0.339923,0.649997,0.047292,0.014900,0.587701,0.649892,15.420251,1
6000,1316.0,0.713247,0.348718,0.014089,0.327896,0.658016,0.046422,0.014636,0.596851,0.657910,15.586181,1
6000,1318.0,0.705186,0.350902,0.018577,0.316075,0.665348,0.045592,0.014373,0.605276,0.665241,15.731697,1
6000,1320.0,0.697114,0.353090,0.023457,0.304550,0.671993,0.044798,0.014109,0.612978,0.671885,15.857149,1
6000,1322.0,0.689031,0.355282,0.028668,0.293368,0.677963,0.044036,0.013845,0.619973,0.677855,15.963323,1
6000,1324.0,0.680939,0.357479,0.034129,0.282601,0.683271,0.043306,0.013580,0.626275,0.683161,16.050737,1
6000,1326.0,0.672838,0.359679,0.039760,0.272315,0.687925,0.042606,0.013315,0.631894,0.687815,16.120002,1
6000,1328.0,0.664727,0.361886,0.045509,0.262543,0.691948,0.041933,0.013049,0.636855,0.691837,16.171846,1
6000,1330.0,0.656606,0.364096,0.051326,0.253309,0.695365,0.041285,0.012784,0.641185,0.695254,16.207333,1
6000,1332.0,0.648475,0.366310,0.057134,0.244654,0.698213,0.040662,0.012520,0.644920,0.698101,16.227562,1
6000,1334.0,0.640334,0.368530,0.062892,0.236579,0.700528,0.040061,0.012257,0.648098,0.700416,16.233638,1
6000,1336.0,0.632184,0.370753,0.068559,0.229103,0.702338,0.039483,0.011995,0.650747,0.702225,16.226575,1
6000,1338.0,0.624024,0.372980,0.074096,0.222232,0.703672,0.038924,0.011736,0.652899,0.703559,16.207206,1
6000,1340.0,0.615854,0.375214,0.079468,0.215961,0.704571,0.038386,0.011480,0.654592,0.704458,16.176673,1
6000,1342.0,0.607674,0.377450,0.084645,0.210283,0.705072,0.037865,0.011227,0.655868,0.704959,16.136204,1
6000,1344.0,0.599486,0.379692,0.089590,0.205187,0.705224,0.037362,0.010977,0.656771,0.705110,16.086976,1
6000,1346.0,0.591287,0.381939,0.094304,0.200649,0.705047,0.036875,0.010732,0.657327,0.704933,16.029663,1
6000,1348.0,0.583077,0.384191,0.098751,0.196670,0.704579,0.036404,0.010491,0.657570,0.704466,15.965322,1
6000,1350.0,0.574858,0.386446,0.102939,0.193221,0.703840,0.035948,0.010255,0.657524,0.703727,15.894588,1
6000,1352.0,0.566630,0.388705,0.106836,0.190283,0.702881,0.035506,0.010023,0.657238,0.702768,15.818713,1
6000,1354.0,0.558392,0.390970,0.110445,0.187826,0.701729,0.035078,0.009798,0.656740,0.701616,15.738424,1
6000,1356.0,0.550143,0.393240,0.113771,0.185826,0.700403,0.034662,0.009577,0.656052,0.700290,15.654251,1
6000,1358.0,0.541886,0.395514,0.116794,0.184271,0.698935,0.034258,0.009362,0.655201,0.698822,15.567021,1
6000,1360.0,0.533618,0.397793,0.119526,0.183132,0.697342,0.033867,0.009153,0.654210,0.697230,15.477166,1
6000,1362.0,0.525340,0.400075,0.121966,0.182382,0.695652,0.033487,0.008949,0.653103,0.695539,15.385421,1
6000,1364.0,0.517053,0.402365,0.124118,0.181993,0.693889,0.033117,0.008752,0.651908,0.693777,15.292310,1
6000,1366.0,0.508755,0.404658,0.125978,0.181941,0.692081,0.032758,0.008561,0.650650,0.691968,15.198563,1
6000,1368.0,0.500448,0.406955,0.127571,0.182210,0.690219,0.032408,0.008375,0.649324,0.690107,15.104052,1
6000,1370.0,0.492132,0.409256,0.128895,0.182778,0.688327,0.032068,0.008196,0.647951,0.688215,15.009274,1
6000,1372.0,0.483804,0.411565,0.129950,0.183616,0.686433,0.031737,0.008022,0.646561,0.686321,14.914817,1
6000,1374.0,0.475468,0.413876,0.130759,0.184706,0.684535,0.031415,0.007855,0.645153,0.684423,14.820811,1
6000,1376.0,0.467122,0.416192,0.131317,0.186020,0.682663,0.031101,0.007694,0.643756,0.682551,14.727828,1
6000,1378.0,0.458766,0.418514,0.131647,0.187549,0.680804,0.030795,0.007538,0.642359,0.680693,14.635552,1
6000,1380.0,0.450400,0.420839,0.131747,0.189272,0.678981,0.030498,0.007389,0.640982,0.678869,14.544563,1
7000,1200.0,1.289125,0.214366,0.858513,0.041917,0.099570,0.037856,0.003075,0.058626,0.099556,2.270942,0
7000,1202.0,1.282024,0.216250,0.862918,0.034709,0.102374,0.038877,0.003207,0.060277,0.102360,2.318413,0
7000,1204.0,1.274915,0.218138,0.866526,0.028245,0.105228,0.039933,0.003347,0.061934,0.105214,2.365483,0
7000,1206.0,1.267795,0.220029,0.869285,0.022588,0.108127,0.041032,0.003497,0.063584,0.108112,2.411602,0
7000,1208.0,1.260669,0.221923,0.871131,0.017802,0.111067,0.042180,0.003656,0.065216,0.111052,2.456462,0
7000,1210.0,1.253534,0.223820,0.872003,0.013946,0.114052,0.043380,0.003826,0.066830,0.114037,2.500064,0
7000,1212.0,1.246389,0.225719,0.871839,0.011069,0.117092,0.044635,0.004008,0.068434,0.117077,2.542705,0
7000,1214.0,1.239238,0.227623,0.870572,0.009217,0.120211,0.045949,0.004203,0.070044,0.120195,2.585011,0
7000,1216.0,1.232075,0.229530,0.868145,0.008421,0.123434,0.047322,0.004412,0.071684,0.123418,2.627892,0
7000,1218.0,1.224906,0.231440,0.864490,0.008706,0.126803,0.048758,0.004637,0.073391,0.126786,2.672673,0
7000,1220.0,1.217728,0.233353,0.859549,0.010080,0.130371,0.050260,0.004882,0.075212,0.130354,2.720982,0
7000,1222.0,1.210540,0.235270,0.853262,0.012531,0.134206,0.051835,0.005149,0.077204,0.134188,2.774847,0
7000,1224.0,1.203344,0.237190,0.845580,0.016027,0.138392,0.053493,0.005441,0.079439,0.138373,2.836696,0
7000,1226.0,1.196139,0.239113,0.836463,0.020502,0.143035,0.055249,0.005764,0.082002,0.143015,2.909413,0
7000,1228.0,1.188927,0.241040,0.825880,0.025856,0.148265,0.057128,0.006123,0.084993,0.148244,2.996318,0
7000,1230.0,1.181705,0.242970,0.813834,0.031933,0.154233,0.059159,0.006525,0.088526,0.154210,3.101099,0
7000,1232.0,1.174474,0.244904,0.800313,0.038560,0.161127,0.061388,0.006982,0.092733,0.161103,3.228055,0
7000,1234.0,1.167234,0.246840,0.785329,0.045481,0.169190,0.063893,0.007508,0.097764,0.169164,3.381983,0
7000,1236.0,1.159986,0.248782,0.768866,0.052422,0.178711,0.066771,0.008123,0.103789,0.178684,3.568167,0
7000,1238.0,1.152729,0.250726,0.750908,0.059064,0.190028,0.070158,0.008857,0.110983,0.189998,3.792015,0
7000,1240.0,1.145463,0.252672,0.731322,0.065108,0.203570,0.074248,0.009755,0.119533,0.203536,4.059241,0
7000,1242.0,1.138188,0.254624,0.709724,0.070373,0.219903,0.079333,0.010887,0.129645,0.219865,4.375933,0
7000,1244.0,1.130905,0.256578,0.685173,0.074993,0.239833,0.085856,0.012372,0.141562,0.239790,4.749418,0
7000,1246.0,1.123613,0.258536,0.655417,0.079807,0.264777,0.094583,0.014425,0.155720,0.264727,5.193176,0
7000,1248.0,1.116312,0.260498,0.614657,0.087259,0.298085,0.107160,0.017515,0.173352,0.298027,5.746881,0
7000,1250.0,1.109001,0.262462,0.542751,0.104519,0.352729,0.129300,0.023152,0.200206,0.352658,6.597987,0
7000,1252.0,1.101683,0.264431,0.346667,0.240098,0.413235,0.158353,0.032840,0.221955,0.413148,7.271907,0
7000,1254.0,1.094355,0.266404,0.286862,0.360310,0.352827,0.133701,0.032284,0.186772,0.352757,6.083601,0
7000,1256.0,1.087019,0.268380,0.224305,0.451717,0.323978,0.117460,0.036126,0.170330,0.323916,5.515973,0
7000,1258.0,1.079673,0.270360,0.160369,0.529624,0.310007,0.103846,0.045343,0.160761,0.309950,5.176224,0
7000,1260.0,1.072320,0.272342,0.094753,0.596062,0.309186,0.090814,0.064556,0.153761,0.309131,4.922580,0
7000,1262.0,1.064957,0.274330,0.035317,0.635141,0.329541,0.077274,0.104816,0.147394,0.329484,4.692002,0
7000,1264.0,1.057584,0.276321,0.033361,0.574742,0.391897,0.066197,0.178671,0.146959,0.391827,4.651801,0
7000,1266.0,1.050203,0.278314,0.178104,0.350717,0.471179,0.071594,0.225650,0.173848,0.471091,5.472170,0
7000,1268.0,1.042814,0.280313,0.294067,0.242559,0.463374,0.085784,0.165923,0.211578,0.463285,6.622739,0
7000,1270.0,1.035414,0.282315,0.285712,0.290733,0.423555,0.089510,0.102650,0.231315,0.423475,7.200546,0
7000,1272.0,1.028007,0.284320,0.244029,0.357803,0.398167,0.087569,0.067989,0.242536,0.398094,7.508422,0
7000,1274.0,1.020591,0.286330,0.203045,0.411009,0.385946,0.084225,0.049617,0.252035,0.385877,7.759892,0
7000,1276.0,1.013165,0.288342,0.168005,0.450338,0.381657,0.080766,0.039153,0.261670,0.381589,8.012882,0
7000,1278.0,1.005730,0.290360,0.138581,0.479242,0.382177,0.077528,0.032736,0.271846,0.382110,8.279601,0
7000,1280.0,0.998286,0.292381,0.113749,0.500467,0.385784,0.074579,0.028549,0.282589,0.385717,8.560693,0
7000,1282.0,0.990834,0.294405,0.092647,0.515872,0.391481,0.071911,0.025678,0.293825,0.391414,8.853678,0
7000,1284.0,0.983373,0.296434,0.074589,0.526736,0.398675,0.069494,0.023627,0.305486,0.398607,9.156300,0
7000,1286.0,0.975902,0.298467,0.059153,0.533891,0.406956,0.067303,0.022116,0.317468,0.406888,9.465369,0
7000,1288.0,0.968423,0.300502,0.045973,0.537982,0.416045,0.065306,0.020970,0.329699,0.415976,9.778646,0
7000,1290.0,0.960935,0.302542,0.034783,0.539477,0.425740,0.063477,0.020078,0.342114,0.425670,10.094085,0
7000,1292.0,0.953437,0.304587,0.025420,0.538719,0.435861,0.061799,0.019370,0.354619,0.435789,10.408915,0
7000,1294.0,0.945931,0.306635,0.017722,0.536002,0.446276,0.060253,0.018796,0.367154,0.446202,10.721438,0
7000,1296.0,0.938416,0.308687,0.011568,0.531572,0.456860,0.058825,0.018320,0.379641,0.456785,11.029407,0
7000,1298.0,0.930891,0.310742,0.006837,0.525633,0.467529,0.057499,0.017917,0.392037,0.467453,11.331663,0
7000,1300.0,0.923356,0.312803,0.003445,0.518371,0.478185,0.056266,0.017569,0.404272,0.478107,11.626219,0
7000,1302.0,0.915814,0.314867,0.001303,0.509969,0.488728,0.055116,0.017261,0.416272,0.488649,11.911151,0
7000,1304.0,0.908263,0.316934,0.000323,0.500575,0.499102,0.054037,0.016983,0.428000,0.499021,12.185547,0
7000,1306.0,0.900702,0.319006,0.000427,0.490351,0.509222,0.053025,0.016727,0.439388,0.509140,12.447555,0
7000,1308.0,0.893132,0.321082,0.001534,0.479420,0.519045,0.052072,0.016485,0.450404,0.518961,12.696563,0
7000,1310.0,0.885553,0.323163,0.003562,0.467938,0.528500,0.051172,0.016254,0.460989,0.528415,12.931018,0
7000,1312.0,0.877965,0.325247,0.006428,0.456023,0.537549,0.050320,0.016029,0.471113,0.537462,13.150378,0
7000,1314.0,0.870369,0.327335,0.010051,0.443795,0.546155,0.049511,0.015808,0.480747,0.546067,13.354014,0
7000,1316.0,0.862761,0.329427,0.014349,0.431370,0.554281,0.048742,0.015588,0.489861,0.554191,13.541351,0
7000,1318.0,0.855147,0.331524,0.019242,0.418862,0.561896,0.048008,0.015368,0.498430,0.561806,13.711888,0
7000,1320.0,0.847523,0.333625,0.024638,0.406380,0.568982,0.047307,0.015146,0.506438,0.568891,13.865457,0
7000,1322.0,0.839889,0.335729,0.030474,0.393989,0.575537,0.046635,0.014922,0.513888,0.575445,14.002419,0
7000,1324.0,0.832246,0.337838,0.036664,0.381784,0.581552,0.045990,0.014695,0.520773,0.581458,14.122796,0
7000,1326.0,0.824595,0.339950,0.043122,0.369859,0.587019,0.045371,0.014465,0.527089,0.586925,14.226709,0
7000,1328.0,0.816934,0.342068,0.049787,0.358268,0.591944,0.044774,0.014233,0.532842,0.591850,14.314509,0
7000,1330.0,0.809264,0.344190,0.056604,0.347058,0.596338,0.044198,0.013998,0.538046,0.596242,14.386860,0
7000,1332.0,0.801585,0.346315,0.063483,0.336301,0.600216,0.043642,0.013761,0.542717,0.600120,14.444392,0
7000,1334.0,0.793897,0.348446,0.070375,0.326022,0.603603,0.043104,0.013522,0.546881,0.603507,14.487910,0
7000,1336.0,0.786199,0.350579,0.077227,0.316261,0.606512,0.042583,0.013281,0.550550,0.606414,14.518106,0
7000,1338.0,0.778493,0.352717,0.083992,0.307048,0.608960,0.042078,0.013040,0.553745,0.608862,14.535559,0
7000,1340.0,0.770778,0.354860,0.090624,0.298399,0.610977,0.041588,0.012798,0.556493,0.610879,14.541171,0
7000,1342.0,0.763053,0.357006,0.097081,0.290329,0.612590,0.041112,0.012557,0.558823,0.612492,14.535955,0
7000,1344.0,0.755320,0.359158,0.103316,0.282847,0.613837,0.040649,0.012316,0.560773,0.613738,14.520900,0
7000,1346.0,0.747577,0.361314,0.109324,0.275941,0.614734,0.040199,0.012077,0.562360,0.614636,14.496628,0
7000,1348.0,0.739824,0.363475,0.115057,0.269632,0.615311,0.039760,0.011839,0.563612,0.615212,14.464011,0
7000,1350.0,0.732063,0.365638,0.120517,0.263897,0.615585,0.039333,0.011604,0.564549,0.615486,14.423675,0
7000,1352.0,0.724293,0.367806,0.125662,0.258739,0.615599,0.038917,0.011371,0.565212,0.615500,14.376764,0
7000,1354.0,0.716513,0.369979,0.130489,0.254131,0.615380,0.038511,0.011142,0.565628,0.615281,14.324017,0
7000,1356.0,0.708724,0.372157,0.135000,0.250055,0.614945,0.038114,0.010915,0.565817,0.614846,14.265984,0
7000,1358.0,0.700926,0.374338,0.139165,0.246513,0.614322,0.037727,0.010693,0.565803,0.614223,14.203421,0
7000,1360.0,0.693119,0.376525,0.142992,0.243479,0.613528,0.037349,0.010475,0.565606,0.613429,14.136816,0
7000,1362.0,0.685302,0.378715,0.146478,0.240931,0.612590,0.036979,0.010261,0.565252,0.612491,14.066932,0
7000,1364.0,0.677477,0.380911,0.149622,0.238844,0.611535,0.036618,0.010051,0.564767,0.611436,13.994350,0
7000,1366.0,0.669642,0.383110,0.152416,0.237198,0.610386,0.036265,0.009846,0.564176,0.610287,13.919820,0
7000,1368.0,0.661798,0.385314,0.154885,0.235976,0.609140,0.035919,0.009646,0.563476,0.609041,13.843286,0
7000,1370.0,0.653946,0.387522,0.157024,0.235158,0.607818,0.035580,0.009451,0.562688,0.607720,13.765272,0
7000,1372.0,0.646082,0.389736,0.158830,0.234720,0.606451,0.035249,0.009261,0.561842,0.606352,13.686429,0
7000,1374.0,0.638211,0.391952,0.160326,0.234636,0.605038,0.034925,0.009076,0.560939,0.604940,13.606968,0
7000,1376.0,0.630330,0.394174,0.161506,0.234883,0.603610,0.034607,0.008896,0.560009,0.603512,13.527508,0
7000,1378.0,0.622441,0.396401,0.162394,0.235448,0.602158,0.034296,0.008722,0.559042,0.602060,13.447794,0
7000,1380.0,0.614542,0.398631,0.162985,0.236314,0.600701,0.033991,0.008553,0.558059,0.600603,13.368426,0
8000,1200.0,1.405065,0.200726,0.871208,0.042330,0.086462,0.035860,0.002894,0.047697,0.086451,1.973146,0
8000,1202.0,1.398345,0.202542,0.876076,0.035009,0.088915,0.036819,0.003020,0.049064,0.088903,2.014868,0
8000,1204.0,1.391619,0.204362,0.880127,0.028449,0.091424,0.037807,0.003154,0.050451,0.091412,2.056793,0
8000,1206.0,1.384882,0.206184,0.883300,0.022716,0.093983,0.038832,0.003297,0.051842,0.093971,2.098306,0
8000,1208.0,1.378139,0.208011,0.885530,0.017879,0.096590,0.039901,0.003449,0.053227,0.096578,2.138983,0
8000,1210.0,1.371388,0.209839,0.886757,0.013998,0.099245,0.041020,0.003611,0.054601,0.099232,2.178669,0
8000,1212.0,1.364628,0.211669,0.886919,0.011125,0.101956,0.042194,0.003784,0.055965,0.101943,2.217462,0
8000,1214.0,1.357861,0.213504,0.885954,0.009308,0.104738,0.043426,0.003968,0.057331,0.104725,2.255751,0
8000,1216.0,1.351084,0.215342,0.883806,0.008583,0.107611,0.044718,0.004167,0.058712,0.107597,2.294181,0
8000,1218.0,1.344301,0.217182,0.880411,0.008982,0.110606,0.046075,0.004380,0.060137,0.110592,2.333760,0
8000,1220.0,1.337510,0.219026,0.875710,0.010526,0.113764,0.047500,0.004611,0.061638,0.113749,2.375772,0
8000,1222.0,1.330710,0.220872,0.869641,0.013220,0.117138,0.049000,0.004863,0.063260,0.117123,2.421873,0
8000,1224.0,1.323902,0.222723,0.862150,0.017052,0.120798,0.050583,0.005140,0.065059,0.120782,2.474099,0
8000,1226.0,1.317086,0.224575,0.853186,0.021984,0.124831,0.052265,0.005445,0.067104,0.124814,2.534943,0
8000,1228.0,1.310263,0.226431,0.842707,0.027945,0.129347,0.054066,0.005786,0.069478,0.129330,2.607383,0
8000,1230.0,1.303430,0.228291,0.830702,0.034814,0.134484,0.056015,0.006168,0.072282,0.134465,2.694886,0
8000,1232.0,1.296590,0.230154,0.817138,0.042447,0.140416,0.058153,0.006604,0.075638,0.140396,2.801708,0
8000,1234.0,1.289741,0.232019,0.802013,0.050607,0.147380,0.060556,0.007109,0.079694,0.147358,2.932976,0
8000,1236.0,1.282885,0.233889,0.785304,0.059017,0.155680,0.063319,0.007703,0.084634,0.155656,3.094887,0
8000,1238.0,1.276020,0.235761,0.767003,0.067298,0.165699,0.066579,0.008419,0.090674,0.165673,3.294765,0
8000,1240.0,1.269148,0.237636,0.747038,0.074995,0.177967,0.070546,0.009305,0.098087,0.177938,3.541725,0
8000,1242.0,1.262266,0.239515,0.725158,0.081602,0.193240,0.075544,0.010438,0.107224,0.193207,3.847467,0
8000,1244.0,1.255377,0.241397,0.700696,0.086651,0.212653,0.082093,0.011954,0.118568,0.212616,4.228139,0
8000,1246.0,1.248479,0.243282,0.671862,0.089943,0.238196,0.091126,0.014105,0.132921,0.238152,4.710779,0
8000,1248.0,1.241573,0.245171,0.633571,0.092106,0.274322,0.104678,0.017457,0.152135,0.274270,5.358791,0
8000,1250.0,1.234659,0.247063,0.566459,0.096135,0.337407,0.129815,0.023900,0.183623,0.337338,6.428685,0
8000,1252.0,1.227737,0.248958,0.379746,0.205990,0.414264,0.166304,0.035314,0.212558,0.414176,7.396874,0
8000,1254.0,1.220806,0.250857,0.316632,0.344547,0.338821,0.137272,0.032795,0.168686,0.338753,5.835016,0
8000,1256.0,1.213868,0.252760,0.247600,0.450040,0.302359,0.119050,0.035210,0.148042,0.302302,5.090484,0
