h_nm,lam_nm,R_p0550,R_bare,clean,AR_gain
225.0,1286.0,0.0003062465529944,0.0349659484513376,False,0.0346597018983432
225.0,1287.0,0.0004110649685926,0.0349659484513376,False,0.034554883482745005
225.0,1288.0,0.0006095116882403,0.0349659484513376,False,0.034356436763097305
225.0,1289.0,0.0008860344453841,0.0349659484513376,False,0.034079914005953504
225.0,1290.0,0.0012522744079526,0.0349659484513376,False,0.033713674043385
225.0,1291.0,0.001673196696539,0.0349659484513376,False,0.0332927517547986
225.0,1292.0,0.0021520816786301,0.0349659484513376,False,0.032813866772707506
225.0,1293.0,0.0026089475893854,0.0349659484513376,False,0.0323570008619522
225.0,1294.0,0.0031435647624309,0.0349659484513376,True,0.031822383688906705
225.0,1295.0,0.0036878232972165,0.0349659484513376,True,0.0312781251541211
225.0,1296.0,0.00422200993237,0.0349659484513376,True,0.030743938518967603
225.0,1297.0,0.0047851993393741,0.0349659484513376,True,0.0301807491119635
225.0,1298.0,0.0053399171160983,0.0349659484513376,True,0.029626031335239302
225.0,1299.0,0.005883472868884,0.0349659484513376,True,0.029082475582453603
225.0,1300.0,0.0064201851771622,0.0349659484513376,True,0.028545763274175403
225.0,1301.0,0.0069904242068636,0.0349659484513376,True,0.027975524244474
225.0,1302.0,0.0075454374637365,0.0349659484513376,True,0.027420510987601104
225.0,1303.0,0.0081389929199914,0.0349659484513376,True,0.026826955531346203
225.0,1304.0,0.0086210596784103,0.0349659484513376,True,0.026344888772927302
225.0,1305.0,0.0091521337059967,0.0349659484513376,True,0.025813814745340904
225.0,1306.0,0.0096949393233738,0.0349659484513376,True,0.025271009127963803
225.0,1307.0,0.0101867203733356,0.0349659484513376,True,0.024779228078002
225.0,1308.0,0.0106553951685872,0.0349659484513376,True,0.024310553282750405
225.0,1309.0,0.0111502728788468,0.0349659484513376,True,0.023815675572490803
225.0,1310.0,0.0116718372322399,0.0349659484513376,True,0.023294111219097705
