lam_nm,r11_re,r11_im,r22_re,r22_im,t21_re,t21_im,t12_re,t12_im,R_f,R_b,T,reciprocity_resid,unitarity_resid
1344.0,-0.5894051790237427,0.5943197011947632,-0.7553737163543701,0.3427450358867645,-0.2535349428653717,-0.3803272843360901,-0.2535232305526733,-0.3803313672542572,0.7006143722882426,0.6880636109840318,0.20892881046421244,1.2403567611978283e-05,0.09045681724754495
1345.0,-0.5531631708145142,0.6104093194007874,-0.7343782186508179,0.356289654970169,-0.2822844684123993,-0.3897880911827087,-0.2823032140731811,-0.3897500336170196,0.6785890307568999,0.6662536862675106,0.23161927713473043,4.2423791724993905e-05,0.08979169210836968
1346.0,-0.5178546905517578,0.6234272718429565,-0.7133827209472656,0.3684283196926117,-0.3104494512081146,-0.3970672786235809,-0.3104447424411773,-0.3970445990562439,0.6568350438040085,0.6446543332976455,0.25404128550895594,2.3163230790685376e-05,0.08912367068703553
1347.0,-0.4834326803684234,0.6338662505149841,-0.6924084424972534,0.3792494535446167,-0.3384672701358795,-0.4022581577301025,-0.3384701013565063,-0.4022833108901977,0.6354935799901227,0.6232595992553626,0.27637171841365044,2.5311998597759678e-05,0.08813470159622683
1348.0,-0.4497348964214325,0.6417983174324036,-0.6713650226593018,0.3887747526168823,-0.3661542236804962,-0.4056918919086456,-0.3661588430404663,-0.4056855738162994,0.6141665573182609,0.6018768019226428,0.29865482667948307,7.826670903283078e-06,0.08717861600225607
1349.0,-0.4170826971530914,0.6475260853767395,-0.6504220962524414,0.3970733284950256,-0.3935273289680481,-0.4073748290538788,-0.3935299217700958,-0.4073450863361358,0.5932480075078219,0.5807161314955387,0.3208180099914033,2.985551676318827e-05,0.08593398250077477
1350.0,-0.3852601945400238,0.6511627435684204,-0.6295031905174255,0.4043977260589599,-0.4204921722412109,-0.4075601994991302,-0.4205150306224823,-0.407545268535614,0.5724383361085695,0.5598117877132756,0.3429189831319029,2.7302733670293867e-05,0.08464268075952752
1351.0,-0.3544217646121979,0.6529113054275513,-0.6088690757751465,0.4105298519134521,-0.4467628300189972,-0.4061046540737152,-0.4467751979827881,-0.4060734510421753,0.5519079599859333,0.5392563107473621,0.3645180163469153,3.356479860827275e-05,0.08357402366715139
1352.0,-0.3242283761501312,0.6529024839401245,-0.588168203830719,0.4157453775405884,-0.4729534387588501,-0.4032164216041565,-0.4729847013950348,-0.4032334983348846,0.5314056934361354,0.5187860549438206,0.38626843788508225,3.562256523014961e-05,0.08232586867878233
1353.0,-0.2950979769229889,0.6512928605079651,-0.5677376985549927,0.4199604988098144,-0.4985074400901794,-0.3989885151386261,-0.4985142648220062,-0.3989650905132293,0.5112652061326884,0.4986929149211079,0.40770150303778946,2.4398566340830582e-05,0.08103329082952215
1354.0,-0.2669905722141266,0.6482660174369812,-0.5475637912750244,0.4233720600605011,-0.5235565900802612,-0.3934126198291778,-0.5235262513160706,-0.393388956785202,0.4915327950148311,0.47907000675535105,0.42888499245732786,3.847571003655103e-05,0.07958221252784103
1355.0,-0.2397729158401489,0.6437123417854309,-0.5275789499282837,0.4258458018302917,-0.5481976270675659,-0.3864865005016327,-0.548193633556366,-0.3864713311195373,0.47185663013737045,0.4596841953439145,0.44989245339250866,1.568624508479157e-05,0.07825091647012083
1356.0,-0.213596910238266,0.6377776265144348,-0.507733166217804,0.4275451004505157,-0.5720908641815186,-0.3785680830478668,-0.5720429420471191,-0.3785761892795563,0.4523839409457198,0.44058778099679763,0.4706017503824932,4.860290071177438e-05,0.07701430867178694
1357.0,-0.1885952353477478,0.6310086846351624,-0.488544762134552,0.4286923110485077,-0.5952836871147156,-0.3692086935043335,-0.595310389995575,-0.369227260351181,0.43374012288087016,0.4224530821612163,0.49067772750406746,3.2523401544852355e-05,0.07558214961506238
